=== FAST POLLUTION DETECTOR v3.1 ===
10-second readings with timestamps
Location: Kolkata, India
=====================================
Connecting to WiFi.
✅ WiFi connected!
Waiting for NTP time sync
✅ NTP time synchronized!
Initializing PMS7003 s2025-06-28 10:00:29,29.76,83.07,1000.00,50.00,500,0.500,,,,NO,NO,Normal Air,0
2025-06-28 10:00:39,29.76,83.07,1000.00,50.00,500,0.500,,,,NO,NO,Normal Air,0
2025-06-28 10:00:49,29.76,83.07,1000.00,50.00,500,0.500,,,,NO,NO,Normal Air,0
2025-06-28 10:00:59,29.76,83.07,1000.00,50.00,500,0.500,,,,NO,NO,Normal Air,0
2025-06-28 10:01:09,29.76,83.07,1000.00,50.00,500,0.500,,,,NO,NO,Normal Air,0
2025-06-28 10:01:19,29.76,83.07,1000.00,50.00,500,0.500,,,,NO,NO,Normal Air,0
2025-06-28 10:01:29,29.76,83.07,1000.00,50.00,500,0.500,,,,NO,NO,Normal Air,0
2025-06-28 10:01:39,29.76,83.07,1000.00,50.00,500,0.500,,,,NO,NO,Normal Air,0
2025-06-28 10:01:49,29.76,83.07,1000.00,50.00,500,0.500,,,,NO,NO,Normal Air,0
2025-06-28 10:01:59,29.76,83.07,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:02:09,29.76,83.07,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:02:19,29.76,83.07,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:02:29,29.76,83.07,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:02:39,29.76,83.07,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:02:49,29.76,83.07,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:02:59,29.76,83.07,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:03:09,29.76,83.07,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:03:19,29.76,83.07,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:03:29,29.76,83.07,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:03:39,29.76,83.07,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:03:49,29.76,83.07,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:03:59,29.76,83.07,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:04:09,29.76,83.07,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:04:19,29.76,83.07,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:04:29,29.76,83.07,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:04:39,29.76,83.07,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:04:49,29.76,83.07,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:04:59,29.76,83.07,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:05:09,29.76,83.07,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:05:19,29.76,83.07,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:05:29,30.32,80.81,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:05:39,30.32,80.81,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:05:49,30.32,80.81,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:05:59,30.32,80.81,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:06:09,30.32,80.81,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-06-28 10:06:19,30.32,80.81,1000.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
